job_id,title,description,created_at,required_tags
cfe62e00-aa9d-4d31-81a6-2ee507b12658,Cloud Engineer,"## Position Overview

We're looking for an experienced Mid Cloud to help scale our platform.

### Key Responsibilities

- Design, develop, and maintain cloud systems using AWS, Azure, GCP

### Qualifications

- Mid level experience with cloud technologies
- Experience with AWS, Azure, GCP, serverless
- Excellent communication skills

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:52:48.559259,"['technical-knowledge', 'scalability', 'cloud-infrastructure', 'software-engineering', 'problem-solving', 'automation']"
6e1b2d6b-a18d-4348-93ae-22874a435888,Senior DevOps,"## Position Overview

We're looking for an experienced Senior DevOps to help scale our platform.

### Core Duties

- Implement and maintain devops infrastructure with Docker, Kubernetes, AWS

### Requirements

- Senior experience in devops development
- Proficiency in Docker, Kubernetes, AWS, Terraform
- Strong problem-solving skills

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:52:48.559259,"['ci-cd-pipelines', 'leadership', 'cloud-infrastructure', 'mentorship', 'automation', 'infrastructure']"
77b0f0fd-f4ec-4ca9-b5bf-c1c0096e8fbc,Senior Security,"## Job Description

Join our team as a Senior Security and contribute to building next-generation solutions.

### Responsibilities

- Build and optimize security solutions with OWASP, cryptography, SIEM

### Requirements

- Senior experience in security development
- Proficiency in OWASP, cryptography, SIEM, penetration testing
- Strong problem-solving skills

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:52:48.559259,"['security-practices', 'communication', 'software-testing', 'leadership', 'mentorship', 'authentication-authorization', 'quality-assurance']"
02cedf21-9c06-41d8-bdc1-65721cfbb3ee,Principal DevOps,"## Job Description

Join our team as a Principal DevOps and contribute to building next-generation solutions.

### Responsibilities

- Build and optimize devops solutions with Docker, Kubernetes, AWS

### Requirements

- Principal experience in devops development
- Proficiency in Docker, Kubernetes, AWS, Terraform
- Strong problem-solving skills

### What We Offer

- Competitive salary and equity
- Flexible work arrangements
- Professional development opportunities
- Collaborative team environment",2025-10-04T12:52:48.559259,"['communication', 'ci-cd-pipelines', 'leadership', 'cloud-infrastructure', 'team-management', 'system-design']"
844139f5-4ab4-40ef-b609-f50bb83832b9,Lead Platform,"## Position Overview

We're looking for an experienced Lead Platform to help scale our platform.

### Core Duties

- Implement and maintain platform infrastructure with microservices, APIs, event-driven architecture

### Qualifications

- Lead level experience with platform technologies
- Experience with microservices, APIs, event-driven architecture, serverless
- Excellent communication skills

### What We Offer

- Competitive salary and equity
- Flexible work arrangements
- Professional development opportunities
- Collaborative team environment",2025-10-04T12:52:48.560259,"['system-architecture', 'communication', 'scalability', 'leadership', 'technical-architecture', 'career-development', 'mentorship']"
4a2c610f-c4a9-48a0-a968-e9c45fc02ee4,Systems Engineer,"## Position Overview

We're looking for an experienced Mid Systems to help scale our platform.

### What You'll Do

- Develop scalable systems applications using distributed systems, concurrency, performance

### Qualifications

- Mid level experience with systems technologies
- Experience with distributed systems, concurrency, performance, reliability
- Excellent communication skills

### What We Offer

- Competitive salary and equity
- Flexible work arrangements
- Professional development opportunities
- Collaborative team environment",2025-10-04T12:52:48.560259,"['technical-knowledge', 'system-architecture', 'communication', 'scalability', 'software-engineering', 'team-management']"
a713cabf-006c-431c-b46e-3fbe512b9c8b,Senior Infrastructure,"## About the Role

We are seeking a Senior Infrastructure professional to join our growing team.

### What You'll Do

- Develop scalable infrastructure applications using AWS, Azure, GCP

### Requirements

- Senior experience in infrastructure development
- Proficiency in AWS, Azure, GCP, Docker
- Strong problem-solving skills

### What We Offer

- Competitive salary and equity
- Flexible work arrangements
- Professional development opportunities
- Collaborative team environment",2025-10-04T12:52:48.560259,"['system-architecture', 'communication', 'scalability', 'leadership', 'mentorship', 'system-design']"
f14c43b4-0cb2-4360-864d-1516ea9a11c3,Staff Infrastructure,"## Position Overview

We're looking for an experienced Staff Infrastructure to help scale our platform.

### Core Duties

- Implement and maintain infrastructure infrastructure with AWS, Azure, GCP

### What We Look For

- Proven infrastructure expertise at staff level
- Deep knowledge of AWS, Azure, GCP, Docker
- Collaborative team player

### What We Offer

- Competitive salary and equity
- Flexible work arrangements
- Professional development opportunities
- Collaborative team environment",2025-10-04T12:52:48.560259,"['communication', 'leadership', 'mentorship', 'team-management', 'automation', 'system-design']"
2a81caf9-ec73-413d-ae4b-b3d3178de613,Cloud Developer,"## Position Overview

We're looking for an experienced Mid Cloud to help scale our platform.

### What You'll Do

- Develop scalable cloud applications using AWS, Azure, GCP

### Qualifications

- Mid level experience with cloud technologies
- Experience with AWS, Azure, GCP, serverless
- Excellent communication skills

### What We Offer

- Competitive salary and equity
- Flexible work arrangements
- Professional development opportunities
- Collaborative team environment",2025-10-04T12:52:48.560259,"['technical-knowledge', 'system-architecture', 'communication', 'scalability', 'cloud-infrastructure', 'software-engineering', 'team-management']"
e7552f20-aa44-44c9-b460-7b43659fc67b,Principal Security,"## About the Role

We are seeking a Principal Security professional to join our growing team.

### What You'll Do

- Develop scalable security applications using OWASP, cryptography, SIEM

### What We Look For

- Proven security expertise at principal level
- Deep knowledge of OWASP, cryptography, SIEM, penetration testing
- Collaborative team player

### What We Offer

- Competitive salary and equity
- Flexible work arrangements
- Professional development opportunities
- Collaborative team environment",2025-10-04T12:52:48.560259,"['security-practices', 'system-architecture', 'communication', 'software-testing', 'scalability', 'leadership']"
